" But cart has some errors."," But cart has some errors"
" Note: Image size affects the performance of your app."," Note: Image size affects the performance of your app."
"""Description"" is more than %d characters long","""描述""多於 %d 個字符長度"
"""Title"" is more than %d characters long","""標題""多於 %d 個字符長度"
"""id"" attribute is required for a ""%s"" field.","""id"" attribute is required for a ""%s"" field"
"""line_count"" attribute is required for ""multiline"" element.","""line_count"" attribute is required for ""multiline"" element"
"""message"" attribute is required for ""%s"" validator rule.","""message"" attribute is required for ""%s"" validator rule"
"%1$s has been added to your wishlist.","%1$s 已經加入您的待購清單"
"%1$s has been added to your wishlist. Click <a href="%2$s">here</a> to continue shopping.","%1$s 已經加入您的待購清單，點選 <a href="%2$s">這裡</a> 繼續購物"
"%1$s incl tax.","%1$s incl tax"
"%@ is not correct","%@ is not correct"
"%s API Key required.","%s API 金鑰必填"
"%s Application ID required.","%s 應用程式編號必填"
"%s Secret Key required.","%s 安全金鑰必填"
"%s attribute is required.","%s 屬性必填"
"%s fields is required","%s fields is required"
"%s has been added to your cart.","%s 已經加入購物車"
"%s id:","%s id:"
"%s was updated in your shopping cart.","%s was updated in your shopping cart."
"(Includes more countries than those listed below. As the application owner, you are responsible for complying with country-specific laws related to the distribution or sale of your application into that country, including your home country.)","（包含列表中不包括的國家。作為應用的所有者，您需要負責遵守在特定國家，包括您的祖國分發或銷售您的應用程式時，該國的相關法律。）"
"* - field is required","* - field is required"
"*Subject to change","*如有變更"
"1. Please select type of the action:","1. Please select type of the action:"
"10:40 AM","10:40 AM"
"2. Please select a page","2. Please select a page"
"2. Type Category Name","2. Type Category Name"
"2. Type Product Name","2. Type Product Name"
"80px x 80px","80px x 80px"
"80x80 px","80x80 px"
"<a href=""%s"" target=""_blank"">Login</a> to Urban Airship.","<a href=""%s"" target=""_blank"">Login</a> to Urban Airship."
"A Catalog Only App will not support functions such as add to cart, add to wishlist, or login.","只展示型錄的 App 不會提供像是加入購物車、加入待購清單或登入等功能"
"A new password has been sent.","A new password has been sent"
"About","About"
"Access forbidden","Access forbidden"
"Account","帳戶"
"Account Information","Account Information"
"Account Settings","Account Settings"
"Account confirmation is required. Please check your email for the confirmation link.","Account confirmation is required. Please check your email for the confirmation link"
"Account information has been saved.","帳號資訊已經儲存"
"Action","操作"
"Action type does\'t recognized","Action type does\'t recognized"
"Action type does\'t recognized.","Action type does\'t recognized."
"Action type doesn\'t recognized.","Action type doesn\'t recognized."
"Activate","啟用"
"Activate PayPal Checkout","啟用 PayPal 結帳"
"Activate PayPal MECL","啟用 PayPal MECL"
"Activation Key","啟用密鑰"
"Add","Add"
"Add Action","Add Action"
"Add Address from Contacts","Add Address from Contacts"
"Add App","增加 App"
"Add Custom","Add Custom"
"Add New Address","Add New Address"
"Add New Template","新增樣板"
"Add Page","新增頁面"
"Add To Wishlist","Add To Wishlist"
"Add a billing address","Add a billing address"
"Add a shipping address","Add a shipping address"
"Add to Cart","加入購物車"
"Add to Wishlist","新增到收藏"
"Adding Product to Cart...","Adding Product to Cart..."
"Adding Product to WishList...","Adding Product to WishList..."
"Additional Address","其他地址"
"Additional Info","Additional Info"
"Address","地址"
"Address 2","地址 2"
"Address Book","Address Book"
"Address Book Updated","Address Book Updated"
"Address Info","Address Info"
"Address book is empty","Address book is empty"
"Address data not specified.","Address data not specified"
"Address does not belong to this customer.","Address does not belong to this customer"
"Address has been deleted.","Address has been deleted"
"Address has been saved.","Address has been saved"
"Admin Application Settings","Admin Application Settings"
"Admin Mobile Application","Admin Mobile Application"
"Admin application has not been enabled","Admin application has not been enabled"
"Administrative contact for this app and for app submission issues.","Administrative contact for this app and for app submission issues"
"Advanced Settings","進階設置"
"After submitting the App to Magento, please contact <a href=""mailto:%1$s"">%1$s</a> to receive the Application Key, Application Secret and Application Master Secret.","After submitting the App to Magento, please contact <a href=""mailto:%1$s"">%1$s</a> to receive the Application Key, Application Secret and Application Master Secret"
"AirMail Message Queue","航空郵件消息隊列"
"AirMail Messages Queue","航空郵件消息隊列"
"AirMail Template Preview","航空郵件樣板預覽"
"AirMail message","航空郵件消息"
"AirMail templates","航空郵件樣板"
"All Allowed Countries","所有允許國家"
"All Images","All Images"
"All locations","所有位置"
"Amount","Amount"
"Amount in %@","Amount in %@"
"Amounts","Amounts"
"An account with this email address already exists.","An account with this email address already exists"
"An error occurred while adding item to wishlist.","An error occurred while adding item to wishlist"
"An error occurred while deleting the address.","An error occurred while deleting the address"
"An error occurred while loading categories.","An error occurred while loading categories"
"An error occurred while loading category filters.","An error occurred while loading category filters"
"An error occurred while loading configuration.","An error occurred while loading configuration."
"An error occurred while loading localization.","An error occurred while loading localization."
"An error occurred while loading login form.","An error occurred while loading login form."
"An error occurred while loading wishlist.","An error occurred while loading wishlist"
"An error occurred while processing your order. Please contact us or try again later.","An error occurred while processing your order. Please contact us or try again later"
"An error occurred while processing your request.","An error occurred while processing your request"
"An error occurred while removing item from wishlist.","An error occurred while removing item from wishlist"
"An error occurred while removing items from wishlist.","An error occurred while removing items from wishlist"
"Analytics","分析"
"Android","Android"
"Android doesn\'t support AirMail message type.","Android doesn\'t support AirMail message type"
"App Background","App背景"
"App Background (landscape mode)","App Background (landscape mode)"
"App Background (landscape mode).","App Background (landscape mode)"
"App Background (portrait mode)","App Background (portrait mode)"
"App Background (portrait mode).","App Background (portrait mode)"
"App Background image missing.","App Background image missing"
"App Code","App代碼"
"App Information","App資訊"
"App Name","App名稱"
"App Stores","App店舖"
"App Submission History","App提交歷史"
"App Title","App標題"
"App code","App code"
"App code required.","App code required"
"App does not exist.","App does not exist"
